celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,followers,followers_log,week1_total,week2_total,week3_total,week4_total,week5_total,week6_total,week7_total,week8_total,week9_total,week10_total,week11_total,elimination_week,fan_vote_pct_uniform,fan_vote_scaled_uniform,fan_vote_pct_judge_proportional,fan_vote_scaled_judge_proportional,fan_vote_pct_instagram,fan_vote_scaled_instagram,IG_followers_normalized
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,,9.0,9.0,9.0,,10.0,7.0,10.0,,10.0,8.0,10.0,,9.0,9.0,9.0,,11.0,10.0,12.0,,8.5,7.5,8.5,,9.5,10.0,10.0,,9.3333,9.6666,10.0,,9.4444,9.4444,9.4444,,,,,,2400000.0,14.690979711984754,30.999899999999997,27.0,27.0,28.0,27.0,33.0,24.5,29.5,28.9999,28.333199999999998,0.0,,0.2500000003740757,2500000.0037407572,0.27187499774089274,2718749.9774089274,0.25588218072645014,2558821.807264501,0.2558821669205063
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,,8.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.3333,10.3333,10.3333,,8.5,8.5,9.0,,8.5,8.0,8.5,,8.0,8.3333,8.3333,,9.6666,9.6666,9.6666,,,,,,478700.0,13.078831464369436,29.999899999999997,25.0,21.0,24.0,29.0,30.999899999999997,26.0,25.0,24.666600000000003,28.9998,0.0,,0.26143782367439306,2614378.2367439307,0.25362582892963664,2536258.2892963663,0.25027694313061816,2502769.4313061815,0.22780235229382254
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,,6.0,7.0,6.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.6666,7.6666,8.6666,,8.5,8.5,9.0,,8.0,8.5,9.0,,8.6666,8.6666,8.6666,,8.5,8.5,8.2222,,,,,,4400000.0,15.29711532616119,30.9998,19.0,20.0,23.0,24.0,24.9998,26.0,25.5,25.9998,25.2222,0.0,,0.25000005318751506,2500000.5318751507,0.24374904599572403,2437490.45995724,0.26643965071526754,2664396.507152675,0.2664396176449553
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,30000.0,10.308985993422082,15.0,19.0,20.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.09830356213740597,983035.6213740597,0.07605499836355036,760549.9836355036,0.07588371143938426,758837.1143938425,0.075883772253864
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2300000.0,14.648420115681892,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06476021923785336,647602.1923785335,0.04616498678827214,461649.8678827214,0.06202354592605263,620235.4592605263,0.08892829092674458
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3900000.0,15.176487367510099,18.0,21.0,21.0,18.0,18.0,25.9998,24.5,21.5,0.0,0.0,0.0,8.0,0.1999999046540608,1999999.0465406082,0.16996047152228508,1699604.7152228507,0.1985220278568004,1985220.278568004,0.2160100293434739
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1500000.0,14.220976332738882,14.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09090904796084055,909090.4796084055,0.05803562052826314,580356.2052826313,0.09464976615189384,946497.6615189384,0.094760209355201
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,0.0,0.0,0.0,,,,,,2300000.0,14.648420115681892,18.0,16.0,20.0,22.0,18.0,30.999899999999997,26.0,22.5,26.0,0.0,0.0,9.0,0.24999998440698185,2499999.8440698185,0.23008844872107895,2300884.4872107897,0.2388430767152809,2388430.767152809,0.2659395510419853
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,22300.0,10.012386799492118,23.0,24.0,26.0,26.0,27.0,27.0,27.0,26.5,29.5,26.888699999999996,0.0,,0.2500000033860375,2500000.033860375,0.26106195681831174,2610619.5681831175,0.20886962958372074,2088696.2958372075,0.1817731625177166
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5100000.0,15.444751293772967,21.0,22.0,21.0,23.5,21.0,29.9998,25.5,0.0,0.0,0.0,0.0,7.0,0.14285723518741436,1428572.3518741436,0.14088398028606336,1408839.8028606337,0.17155415935015106,1715541.5935015106,0.1715541588744084
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,51000000.0,17.747336210296442,21.0,22.0,21.0,23.5,21.0,29.9998,25.5,0.0,0.0,0.0,0.0,7.0,,,,,,,
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,7400000.0,15.816990693309524,25.0,28.0,23.0,25.0,29.0,35.9999,27.0,29.5,29.5,28.7777,0.0,,0.2500000033860375,2500000.033860375,0.26106195681831174,2610619.5681831175,0.2871547509144362,2871547.509144362,0.2871547491535189
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,2200000.0,14.603968372873895,21.0,23.0,23.0,19.5,22.0,34.0,25.5,26.5,28.0,26.9998,0.0,,0.2500000088209429,2500000.0882094293,0.24778763764229564,2477876.3764229566,0.26513254278656156,2651325.4278656156,0.2651325372867792
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,442000.0,12.999067423500716,16.0,15.0,15.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.11111109499977152,1111110.9499977152,0.07731953068021108,773195.3068021107,0.10354245966447287,1035424.5966447287,0.10354247983490428
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8900.0,9.093918908958932,20.0,20.0,21.0,19.0,23.0,24.999899999999997,0.0,0.0,0.0,0.0,0.0,6.0,0.12499998493017699,1249999.8493017699,0.10460243296433387,1046024.3296433387,0.08080304351864796,808030.4351864796,0.08080304520371337
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,417000.0,12.940843898859598,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,830.0,6.7226297948554485,18.0,19.0,20.0,17.5,21.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.10044439204739587,1004443.9204739587,0.08433333098539296,843333.3098539296,0.05944518558827977,594451.8558827977,0.059445211531589166
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,514000.0,13.1499804899607,23.0,22.0,23.0,20.0,20.0,29.999899999999997,33.5,28.0,29.0,27.333199999999998,0.0,,0.20000001291327155,2000000.1291327155,0.20640569445250703,2064056.9445250703,0.19252899553796055,1925289.9553796055,0.1925057174708656
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,500000.0,13.122365377402328,24.0,24.0,24.0,28.0,25.0,29.0,36.5,28.5,30.0,30.0,0.0,,0.2000000060629661,2000000.0606296612,0.21352313190361408,2135231.3190361406,0.1921015470450757,1921015.470450757,0.19210145321662228
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,164000.0,12.00762780434872,22.0,21.0,24.0,19.5,24.0,30.0,34.5,0.0,0.0,0.0,0.0,7.0,0.13665776406549393,1366577.6406549392,0.13142184852963237,1314218.4852963237,0.12937337849112515,1293733.7849112516,0.13048827695479587
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,121000.0,11.703554089007538,19.0,21.0,23.0,17.0,24.0,21.9999,35.0,24.0,0.0,0.0,0.0,8.0,0.16386323132457928,1638632.3132457929,0.14890585611599047,1489058.5611599048,0.14627044113030008,1462704.4113030008,0.1462704520607959
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,394000.0,12.884108726347916,15.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0909089775944342,909089.775944342,0.0749997679717251,749997.679717251,0.07318774428715513,731877.4428715513,0.09136829569530845
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,294000.0,12.591338447675579,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.08333332377588475,833333.2377588474,0.04938270537813342,493827.0537813342,0.07677254432010841,767725.4432010842,0.08197259549567981
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,6100000.0,15.623799493077952,23.0,21.0,24.0,24.0,27.0,35.9999,36.5,28.5,28.5,0.0,0.0,9.0,0.1898433973200499,1898433.973200499,0.18320047367995837,1832004.7367995838,0.19496656156875067,1949665.6156875067,0.22872054702530634
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3400000.0,15.039286283703994,15.0,18.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.09999984707646854,999998.4707646854,0.0717948673884742,717948.673884742,0.09339638880906898,933963.8880906898,0.1173763183363554
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1700000.0,14.346139397261565,19.0,23.0,26.0,23.0,23.0,31.9998,0.0,0.0,0.0,0.0,0.0,6.0,0.10322352423322136,1032235.2423322136,0.09311690742154063,931169.0742154063,0.1006755989950747,1006755.989950747,0.1348741213523526
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,544000.0,13.206706364071684,18.0,22.0,19.0,16.0,18.0,27.9998,32.5,23.5,26.5,25.666600000000003,0.0,,0.20507829185185603,2050782.9185185602,0.1984353499819603,1984353.499819603,0.21020144792410653,2102014.479241065,0.19333614114360287
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,544000.0,13.206706364071684,18.0,22.0,19.0,16.0,18.0,27.9998,32.5,23.5,26.5,25.666600000000003,0.0,,,,,,,,
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,2500000.0,14.731801689838349,24.0,21.0,21.0,25.0,22.0,24.0,33.0,23.0,24.0,0.0,0.0,9.0,0.1999999935965483,1999999.935965483,0.16608994777851507,1660899.4777851508,0.21631325839753685,2163132.5839753686,0.22589016019434477
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,522600.0,13.166573545576195,21.0,18.0,23.0,26.0,26.0,28.0,32.0,27.5,36.5,29.666600000000003,0.0,,0.20000000025909453,2000000.0025909455,0.25259515617029293,2525951.5617029294,0.20188972694517734,2018897.2694517735,0.20188972605247338
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,270000.0,12.506180941677357,23.0,20.0,21.0,22.0,23.0,26.0,30.0,26.5,27.0,27.999899999999997,0.0,,0.20000000266031462,2000000.0266031462,0.18685121863183998,1868512.1863183999,0.19655203663890325,1965520.3663890325,0.19176359251995595
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,270000.0,12.506180941677357,23.0,20.0,21.0,22.0,23.0,26.0,30.0,26.5,27.0,27.999899999999997,0.0,,,,,,,,
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,221000.0,12.30592250537653,21.0,23.0,25.0,25.0,27.0,27.0,33.0,27.0,30.0,29.666600000000003,0.0,,0.20000000082372785,2000000.0082372786,0.20761245878751125,2076124.5878751124,0.18869294137947887,1886929.4137947888,0.18869292871326993
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,662500.0,13.403777346275337,17.0,17.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.09292098213516488,929209.8213516488,0.07844736631556457,784473.6631556456,0.09661638683651437,966163.8683651437,0.09890026502398579
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4300000.0,15.274125813221904,19.0,23.0,21.0,23.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,0.12499990674672012,1249999.0674672013,0.10679611297146561,1067961.1297146562,0.13420941005736062,1342094.100573606,0.13868669305323678
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,161200.0,11.990407312509369,18.0,18.0,25.0,23.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.11044439139904358,1104443.913990436,0.10071575220793538,1007157.5220793538,0.09818164958348757,981816.4958348757,0.0981818756780357
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,289000.0,12.574185427296195,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.08266663508184763,826666.3508184763,0.07136719868345413,713671.9868345413,0.06383386352034676,638338.6352034676,0.08084141521703782
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,2200000.0,14.603968372873895,19.0,23.0,20.0,23.0,26.0,28.0,30.0,26.0,0.0,0.0,0.0,8.0,0.1565819827098661,1565819.8270986609,0.14646485558444536,1464648.5558444536,0.1649308894631503,1649308.894631503,0.18295982804619343
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,1700.0,7.438971592395862,14.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0909090643862574,909090.643862574,0.0638297348512247,638297.348512247,0.052032707641524754,520327.0764152475,0.05203271647321117
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3400000.0,15.039286283703994,18.0,19.0,23.0,18.0,22.0,25.0,30.5,0.0,0.0,0.0,0.0,7.0,0.14039077966341376,1403907.7966341376,0.13540559615336767,1354055.9615336766,0.1385473858342887,1385473.858342887,0.15854206065585813
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,,Italy,33,13,Eliminated Week 2,11,5.0,5.0,5.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,4000000.0,15.201805169084134,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.07894831660903798,789483.1660903798,0.07099883051546552,709988.3051546551,0.0776590798905278,776590.798905278,0.10624151142370697
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,8.0,7.0,8.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,8.0,7.5,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,376000.0,12.837347081942964,18.0,18.0,24.0,23.0,25.0,23.0,23.5,0.0,0.0,0.0,0.0,7.0,0.1610471747369284,1610471.747369284,0.14967064717812428,1496706.4717812429,0.15009848493086403,1500984.8493086402,0.16570063740889734
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7.0,6.0,7.0,,8.0,7.0,8.0,,9.0,9.0,9.0,,10.0,9.0,10.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,9.0,8.5,9.0,,8.5,8.5,9.0,,10.8333,11.3333,11.3333,,9.3333,9.3333,9.3333,,,,,,563000.0,13.241036683319184,20.0,23.0,27.0,29.0,24.0,29.0,26.5,26.0,33.4999,27.999899999999997,0.0,,0.2500000088651047,2500000.088651047,0.28270077109692,2827007.7109692,0.2532861587521152,2532861.5875211516,0.2532861568096715
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8.0,7.0,7.0,,7.0,7.0,8.0,,9.0,8.0,9.0,,8.0,9.0,9.0,,9.0,9.0,10.0,,10.0,9.0,10.0,,8.5,7.5,8.0,,10.0,10.0,10.0,,9.5,9.0,9.5,,9.3333,9.1666,9.6666,,,,,,32000.0,10.373522431293592,22.0,22.0,26.0,26.0,28.0,29.0,24.0,30.0,28.0,28.1665,0.0,,0.2500000466453846,2500000.466453846,0.23628791830104445,2362879.1830104445,0.21553129065248697,2155312.9065248696,0.19843383052561978
